id,house,state,constituency_term,name,party,age,gender,assets,liabilities,cases,serious_cases,education,pan,income,profession
167,Lok Sabha,Daman & Diu,Daman And Diu,Patel Lalubhai Babubhai,BJP,63,M,213993750,9969514,0,0,8th Pass,Y,1020398,"Agriculturist, Social Worker"
168,Lok Sabha,Karnataka,Bangalore North,D.V. Sadananda Gowda,BJP,66,M,209384539,104302653,0,0,Graduate Professional,Y,12800100,Agriculturist and Active Politician
169,Lok Sabha,Tamil Nadu,Sriperumbudur,Baalu.T.R.,DMK,77,M,208806446,0,0,0,Graduate,Y,1402869,Social Service
170,Lok Sabha,Uttar Pradesh,Gorakhpur,Ravindra Shyamnarayan Shukla Alias Ravi Kishan,BJP,51,M,208494688,17711043,0,0,12th Pass,Y,5021541,Actor
171,Lok Sabha,Andhra Pradesh,Kakinada,Vanga Geetha Viswanatham,YSRCP,55,F,202528594,34416887,0,0,Post Graduate,Y,1010010,"Rental Income, Pension Income From Govt.of A.P., Govt.of India & Agrl.Income"
172,Rajya Sabha,Bihar,2020-2026,Haribansh Narayan Singh,JD(U),63,M,201770728,602227,9,1,Post Graduate,Y,4130850,Social Service
173,Rajya Sabha,Karnataka,2020-2026,Mallikarjun Kharge,INC,77,M,201246422,2375000,0,0,Graduate Professional,Y,2784530,Advocate
174,Rajya Sabha,Gujarat,2023-2029,Subrahmanyam Jaishankar Krishnaswamy,BJP,68,M,200928804,112500,0,0,Doctorate,Y,6196960,"Minister of External Affairs, Govt. of India"
175,Lok Sabha,Bihar,Paschim Champaran,Dr. Sanjay Jaiswal,BJP,54,M,199404885,67370030,5,3,Post Graduate,Y,3600770,Salary and Allowance (M.P.) and Shivam Nursing Home
176,Lok Sabha,Maharashtra,Sangli,Sanjaykaka Patil,BJP,54,M,191192187,23345328,1,0,10th Pass,Y,830892,Agricultural & Business
177,Rajya Sabha,Maharashtra,2020-2026,Dr. Fauzia Tahseen Ahmed Khan,NCP,63,F,189303500,58427505,2,0,Doctorate,Y,874431,Agriculture
178,Lok Sabha,Maharashtra,Nagpur,Nitin Jairam Gadkari,BJP,62,M,187916075,40729055,4,5,Graduate Professional,Y,640700,Agriculture
179,Rajya Sabha,Maharashtra,2022-2028,Sanjay Rajaram Raut,Shiv Sena (Uddhav Balasaheb Thackeray),61,M,187175401,33877666,12,6,Graduate,Y,2799169,"Executive Editor (On Contract basis), Member of Parliament & Writer"
180,Lok Sabha,Bihar,Ujiarpur,Nityanand Rai,BJP,53,M,187007570,357561,3,4,Graduate,Y,1229782,Agriculture and ANIMAL HUSBANDRY
181,Lok Sabha,Andhra Pradesh,Kadapa,Yeduguri Sandinti Avinash Reddy,YSRCP,34,M,186969794,22833319,4,4,Post Graduate,Y,4338560,Agriculture and Social Service
182,Rajya Sabha,Tamil Nadu,2019-2025,P. Wilson,DMK,53,M,185103509,38202363,0,0,Graduate Professional,Y,17485560,Senior Advocate
183,Lok Sabha,Maharashtra,Thane,Rajan Baburao Vichare,Shiv Sena (Uddhav Balasaheb Thackeray),57,M,181441465,54080733,9,7,12th Pass,Y,1588070,Business
184,Lok Sabha,NCT of Delhi,South Delhi,Ramesh Bidhuri,BJP,57,M,180052708,2038454,2,0,Graduate Professional,Y,1672740,Business
185,Lok Sabha,Telangana,Hyderabad,Asaduddin Owaisi,AIMIM,49,M,179044376,120500000,5,4,Graduate Professional,Y,1001080,Politician
186,Lok Sabha,Andhra Pradesh,Narasaraopet,Lavu Sri Krishna Devarayalu,YSRCP,36,M,177710073,10142413,0,0,Graduate Professional,Y,11646460,Educationalist
187,Lok Sabha,Bihar,Nawada,Chandan Singh,LJP,36,M,176720167,4722200,2,4,Graduate,Y,1920000,Agriculture & Business
188,Lok Sabha,West Bengal,Sreerampur,Kalyan Banerjee,AITC,62,M,175968902,5522403,0,0,Graduate Professional,Y,36597120,Legal Practitioner(Senior Advocate)
189,Rajya Sabha,Maharashtra,2018-2024,Anil Yeshwant Desai,Shiv Sena (Uddhav Balasaheb Thackeray),60,M,175235716,29068694,4,0,Graduate Professional,Y,2201640,Business
190,Lok Sabha,Karnataka,Kolar,S. Muniswamy,BJP,44,M,174557500,19865690,2,0,12th Pass,Y,0,Agriculturist & BBMP Corporator
191,Lok Sabha,Maharashtra,Raver,Khadse Raksha Nikhil,BJP,31,F,172713734,0,0,0,Graduate,Y,8755323,Farming & Business
192,Lok Sabha,Uttar Pradesh,Phulpur,Keshari Devi Patel,BJP,62,F,172707104,6505194,2,2,Post Graduate,Y,897233,Agricuture & Consultancy
193,Rajya Sabha,Odisha,2019-2024,Ashwini Vaishnaw,BJP,48,M,171820153,0,0,0,Post Graduate,Y,20622156,Entrepreneur/Exec utive
194,Lok Sabha,Uttar Pradesh,Bansgaon,Kamlesh Paswan,BJP,42,M,171706883,6049264,5,9,Graduate,Y,5298640,"MP, House Property"
195,Lok Sabha,Maharashtra,Ahmednagar,Sujay Radhakrishna Vikhe,BJP,37,M,168664576,2623964,0,0,Doctorate,Y,8610202,Employee & Social Work
196,Rajya Sabha,Telangana,2018-2024,Santhosh Kumar Joginipally,TRS,42,M,168007856,58536555,0,0,Post Graduate,Y,18839069,Business
197,Lok Sabha,Bihar,Aurangabad,Sushil Kumar Singh,BJP,53,M,167895109,3746607,3,2,Post Graduate,Y,939153,Agriculture
198,Lok Sabha,Maharashtra,Beed,Pritam Gopinathrao Munde,BJP,36,F,167477926,98833794,1,0,Post Graduate,Y,909133,"Farmer, Social Worker"
199,Lok Sabha,Uttar Pradesh,Hamirpur,Kunwar Pushpendra Singh,BJP,45,M,167159924,35502582,4,2,Post Graduate,Y,5218919,Agriculture & Business
200,Lok Sabha,Rajasthan,Rajsamand,Diya Kumari,BJP,48,F,165984623,0,0,0,Others,Y,21069799,Business
201,Lok Sabha,Rajasthan,Jaipur,Ram Charan Bohra,BJP,61,M,165322707,22000000,0,0,12th Pass,Y,1034232,"Business, MP Salary"
202,Lok Sabha,Telangana,Bhongir,Komatireddy Venakat Reddy,INC,55,M,162543845,24069129,14,4,12th Pass,Y,250000,Agriculture and Politician
203,Rajya Sabha,Arunachal Pradesh,2020-2026,Nabam Rebia,BJP,58,M,160532310,0,0,0,Graduate Professional,Y,0,Public Leader
204,Rajya Sabha,Maharashtra,2022-2028,Dr. Anil Sukhdeorao Bonde,BJP,61,M,159379567,2839786,32,5,Post Graduate,Y,5332812,Consulting Physicians
205,Rajya Sabha,Uttar Pradesh,2019-2024,Sudhanshu Trivedi,BJP,48,M,158958075,0,0,0,Doctorate,Y,7467177,"Spokeperson, Academecian, Engineer"
206,Lok Sabha,Kerala,Wayanad,Rahul Gandhi,INC,48,M,158877063,7201904,5,2,Post Graduate,Y,11185570,Member of parliment
207,Lok Sabha,Maharashtra,Dhule,Subhash Ramrao Bhamre,BJP,66,M,158651112,1000000,2,2,Post Graduate,Y,4228849,"Farming, Rent & Payment"
208,Rajya Sabha,Rajasthan,2019-2024,Manmohan Singh,INC,86,M,157752837,0,1,0,Doctorate,Y,8942390,"Academician Former Civil Servent, Former Prime Minister of India and Ex- member of Parliament"
209,Lok Sabha,Maharashtra,Mumbai North,Gopal Chinnaya Shetty,BJP,65,M,157535232,21136135,9,2,5th Pass,Y,804562,Business- Labour Job for Machinery Part Repairing & Plastic Items
210,Lok Sabha,NCT of Delhi,West Delhi,Parvesh Sahib Singh,BJP,41,M,155195014,40097329,0,0,Post Graduate,Y,1700203,Member Of Parliament & Business and Social Work
211,Lok Sabha,Madhya Pradesh,Hoshangabad,Rao Uday Pratap Singh,BJP,54,M,154783105,9103300,1,1,Graduate,Y,1486498,Agriculture
212,Lok Sabha,Punjab,Anandpur Sahib,Manish Tewari,INC,53,M,154637860,0,0,0,Graduate Professional,Y,9615250,Lawyer
213,Lok Sabha,West Bengal,Darjeeling,Raju Bista,BJP,33,M,151106062,27428941,0,0,Graduate,Y,20471143,Manning Director Surya Roshini Ltd
214,Lok Sabha,Chhattisgarh,Korba,Jyotsna Mahant,INC,65,F,150639697,0,0,0,Post Graduate,Y,517422,Farming and Social Work
215,Lok Sabha,Tamil Nadu,Dindigul,Velusamy P,DMK,52,M,148076407,31474526,0,0,Illiterate,Y,9284216,Business and Agriculturist
216,Lok Sabha,Maharashtra,Nashik,Hemant Tukaram Godse,SHS,49,M,146869996,41083126,1,0,Others,Y,747466,Builder and Developers & Agriculture
217,Lok Sabha,Haryana,Hisar,Brijendra Singh,BJP,46,M,146408734,27225637,0,0,Post Graduate,Y,2642856,Voluntarily Retired IAS (Government) Officer (Haryana Cadre)
218,Lok Sabha,Kerala,Attingal,Adoor Prakash,INC,63,M,144098612,27622685,7,2,Graduate Professional,Y,3759648,Lawyer
219,Lok Sabha,Karnataka,Chamarajanaga r,V Srinivas Prasad,BJP,71,M,143804441,324909,0,0,Post Graduate,Y,2577270,Business (LPG Distributor for Bharath Petrolium Corporation Limited)
220,Lok Sabha,Rajasthan,Dausa,Jaskaur Meena,BJP,71,F,143742564,5825431,0,0,Post Graduate,Y,6934765,"Pensioner, Agriculture , Dairy,,farm"
221,Rajya Sabha,Assam,2020-2026,Bhubaneswar Kalita,BJP,68,M,143570835,0,0,0,Post Graduate,Y,2754941,Advocate
222,Rajya Sabha,Uttar Pradesh,2020-2026,Ram Gopal Yadav,SP,74,M,141973086,8916648,0,0,Doctorate,Y,4795692,Agriculture and Social Service
223,Rajya Sabha,Karnataka,2018-2024,G.c. Chandrashekar,INC,54,M,141486000,0,0,0,Post Graduate,Y,1141540,Educationist
224,Lok Sabha,Uttar Pradesh,Jaunpur,Shyam Singh Yadav,BSP,65,M,140717620,3577000,0,0,Post Graduate,Y,1108499,Advocate
225,Rajya Sabha,Maharashtra,2020-2026,Dr. Bhagwat Kishanrao Karad,BJP,65,M,140465443,46841300,0,0,Post Graduate,Y,931190,Medical Practitioner
226,Lok Sabha,Bihar,Jahanabad,Chandeshwar Prasad,JD(U),68,M,139271693,0,3,0,10th Pass,Y,1300490,Social Service
227,Lok Sabha,Rajasthan,Jodhpur,Gajendra Singh Shekhawat,BJP,51,M,138029511,58573744,1,0,Post Graduate,Y,918390,Member of Parliament
228,Lok Sabha,Arunachal Pradesh,Arunachal East,Tapir Gao,BJP,54,M,136628259,0,0,0,Post Graduate,Y,4850150,Political Leader-BJP Natinal General Secretary
229,Rajya Sabha,Kerala,2022-2028,Jebi Mether Hisham,INC,43,F,135234236,4616575,11,0,Post Graduate,Y,952530,Lawyer
230,Lok Sabha,Tamil Nadu,Tiruvannamalai,Annadurai C N,DMK,45,M,134897466,32243604,0,0,Graduate,Y,1924030,Construction
231,Rajya Sabha,West Bengal,2020-2026,Bikash Ranjan Bhattacharyya,CPI(M),68,M,133560015,24413787,0,0,Graduate Professional,Y,20372170,Practicing Senior Advocate
232,Lok Sabha,Tamil Nadu,Pollachi,K Shanmugasundar am,DMK,49,M,133109284,13360639,0,0,Graduate Professional,Y,717360,Business
233,Lok Sabha,Punjab,"Sangrur : Bye Election On 23-,Jun-22",Simranjit Singh Mann,"SAD,(Amritsar)(S imranjit Singh Mann)",77,M,132657286,1892311,1,0,Graduate,Y,798327,Agriculture and Pensioner and Rent
234,Lok Sabha,Uttar Pradesh,Kanpur,Satyadev Pachauri,BJP,71,M,132382819,31052190,0,0,Post Graduate,Y,2011940,Business Firm Mesars Janta Steel
235,Lok Sabha,Andaman & Nicobar Islands,Andaman And Nicobar Islands,Kuldeep Rai Sharma,INC,52,M,132233012,80450870,0,0,Graduate Professional,Y,503738,"Business, Social Service"
236,Lok Sabha,Mizoram,Mizoram,C Lalrosanga,MNF,62,M,131201374,0,0,0,Graduate,Y,1769750,Pensioner
237,Lok Sabha,NCT of Delhi,North West Delhi,Hans Raj Hans,BJP,57,M,130937732,47897494,0,0,10th Pass,Y,928030,Professional Singer
238,Lok Sabha,Nagaland,Nagaland,Tokheho Yepthomi,Nationalist Democratic Progressive Party,62,M,128117474,18600000,0,0,Graduate,Y,0,Politician
239,Lok Sabha,Rajasthan,Jaipur Rural,Col. Rajyavardhan Rathore,BJP,49,M,127808070,0,0,0,Graduate,Y,8878370,Professional Sportsman & Ex- Serviceman
240,Lok Sabha,Maharashtra,Raigad,Tatkare Sunil Dattatray,NCP,64,M,127487277,3221073,0,0,Others,Y,6244283,Agriculture
241,Lok Sabha,Uttar Pradesh,Bareilly,Santosh Kumar Gangwar,BJP,70,M,126356142,13055209,0,0,Graduate Professional,Y,755047,"Business & Agriculture, Salary (M.P.) & Pension"
242,Lok Sabha,Maharashtra,Amravati,Navneet Ravi Rana,IND,33,F,124554656,70576979,1,2,10th Pass,Y,424013,Social Worker and Farmer
243,Lok Sabha,Maharashtra,Dindori,Bharti Pawar,BJP,40,F,122885349,1449572,0,0,Graduate Professional,Y,472797,"Doctor, Farmer, Business"
244,Lok Sabha,Andhra Pradesh,Srikakulam,Rammohannaidu Kinjarapu,TDP,32,M,122791042,12000000,1,0,Post Graduate,Y,1515142,Public Representative
245,Rajya Sabha,Bihar,2022-2028,Dr. Faiyaz Ahmad,RJD,58,M,122569584,0,1,0,Doctorate,Y,3001526,Agriculture & Social Science & Others
246,Lok Sabha,Jammu & Kashmir,Srinagar,Farooq Abdullah,Jammu & Kashmir National Conference,83,M,121904435,0,1,2,Graduate Professional,Y,2860341,Political Social Activist
247,Lok Sabha,Tamil Nadu,Krishnagiri,Dr.A.Chellakumar,INC,58,M,121087979,66817959,5,7,Post Graduate,Y,4307623,"Business; Dealership for Hindustan Petroleum Corporation Limited, Let our Commercial Properties for Rent"
248,Lok Sabha,Uttar Pradesh,Rae Bareli,Sonia Gandhi,INC,72,F,118263916,0,1,2,Others,Y,961700,Member of Parliament
249,Lok Sabha,Tamil Nadu,Chennai Central,Dayanidhi Maran,DMK,52,M,116790616,0,1,3,Graduate,Y,28368820,Salaried
250,Lok Sabha,Maharashtra,Buldhana,Prataprao Ganpatrao Jadhav,SHS,58,M,116272966,735482,3,7,12th Pass,Y,2412977,Farming
251,Lok Sabha,Kerala,Vadakara,K. Muraleedharan,INC,62,M,114379340,0,3,0,Graduate,Y,3425540,MLA From Vattiyookavu
252,Lok Sabha,Maharashtra,Shirdi,Sadashiv Kisan Lokhande,SHS,57,M,113710526,205100,1,0,10th Pass,Y,571263,"Agriculture, Social Work & Lok Sabha Member"
253,Rajya Sabha,Chhattisgarh,2022-2028,Smt Ranjeet Ranjan,INC,48,F,112989609,1661808,8,3,12th Pass,Y,436473,"Social Worker, Public Representatives"
254,Rajya Sabha,Uttar Pradesh,2020-2026,Arun Singh,BJP,55,M,111674999,4160696,0,0,Graduate,Y,2652120,Chartered Accountant
255,Lok Sabha,Karnataka,Dharwad,Pralhad Joshi,BJP,56,M,111384447,51736254,1,1,Graduate,Y,5354096,Social service & bussiness
256,Lok Sabha,Uttar Pradesh,Amethi,Smriti Irani,BJP,43,F,111099609,0,0,0,12th Pass,Y,4659714,Public Servant
257,Rajya Sabha,Maharashtra,2018-2024,Javadekar Prakash Keshav,BJP,67,M,110593529,34365105,0,0,Graduate,Y,1192197,Social Worker
258,Lok Sabha,Bihar,Khagaria,Choudhary Mahbub Ali Kaisar,LJP,52,M,109788313,0,1,0,Graduate,Y,1394197,Agriculture
259,Lok Sabha,Uttar Pradesh,Aligarh,Satish Kumar Gautam,BJP,46,M,109522559,28095176,0,0,10th Pass,Y,2219933,Business
260,Rajya Sabha,Tamil Nadu,2020-2026,G.k. Vasan,Tamil Maanila Congress (Moopanar),55,M,109083744,10898678,0,0,Graduate,Y,377621,Agriculturalist
261,Lok Sabha,Puducherry,Puducherry,V. Vaithilingam,INC,68,M,108015548,520989,0,0,Graduate,Y,1977333,Agriculture
262,Lok Sabha,Odisha,Cuttack,Bhartruhari Mahtab,BJD,62,M,106894976,0,0,0,Post Graduate,Y,953599,Writer & Social Work
263,Lok Sabha,Maharashtra,Mumbai North West,Gajanan Chandrakant Kirtikar,SHS,75,M,105392000,4032000,0,0,Graduate,Y,12200145,Consultant Salaried And Farming
264,Lok Sabha,Karnataka,Udupi Chikmagalur,Shobha Karandlaje,BJP,52,F,104872668,49936840,3,1,Post Graduate,Y,2416090,Member of Lok Sabha
265,Rajya Sabha,Uttar Pradesh,2022-2028,Dr. K Laxman,BJP,66,M,104819992,8436216,1,0,Doctorate,Y,1602345,Public Service
266,Rajya Sabha,Odisha,2019-2024,Amar Patnaik,BJD,52,M,104573484,6323497,1,0,Doctorate,Y,1853797,"Advocate, Consultant, Social Activist"
267,Lok Sabha,Uttar Pradesh,Domariyaganj,Jagdambika Pal,BJP,68,M,103366710,2838478,3,0,Post Graduate,Y,1749096,MPs Parliament
268,Lok Sabha,West Bengal,Baharampur,Adhir Ranjan Chowdhury,INC,63,M,101315437,8506984,7,12,10th Pass,Y,1225610,Politician & Social Worker
269,Lok Sabha,Uttar Pradesh,Kaiserganj,Brij Bhushan Sharan Singh,BJP,62,M,98905402,61524736,4,6,Graduate Professional,Y,920199,Agriculture
270,Lok Sabha,Karnataka,Hassan,Prajwal R,JD(S),28,M,97848632,37253210,0,0,Graduate Professional,Y,1659720,Channambika Convention Hall Partner
271,Lok Sabha,Jharkhand,Kodarma,Annapurna Devi,BJP,50,F,97636939,3189066,0,0,Post Graduate,Y,4702466,Social Worker & Business
272,Lok Sabha,Maharashtra,Yavatmal Washim,Bhavana Pundlikrao Gawali,SHS,46,F,96873189,7396250,3,0,Graduate,Y,3786400,Gajanan Oil Mill (Proprietor)
273,Lok Sabha,Karnataka,Chitradurga,A Narayanaswamy,BJP,62,M,96197642,0,0,0,Graduate,Y,816400,Business
274,Rajya Sabha,NCT of Delhi,2018-2024,Narain Dass Gupta,AAP,72,M,96115547,0,0,0,Graduate Professional,Y,11369066,Chartered Accountant
275,Lok Sabha,Maharashtra,Ramtek,Krupal Balaji Tumane,SHS,53,M,95603165,4228793,0,0,Graduate,Y,1268021,"Business - Proprietor Oil Agency, Panjari Nagpur"
276,Lok Sabha,Maharashtra,Kolhapur,Sanjay Sadashivrao Mandlik,SHS,54,M,95171892,10580414,0,0,Post Graduate,Y,1163249,Farmer
277,Rajya Sabha,Bihar,2022-2028,Smt. Misha Bharti,RJD,45,F,94641921,97288,4,1,Graduate Professional,Y,902370,"Poltics, Social Work & Agriculture"
278,Lok Sabha,Uttar Pradesh,Bhadohi,Ramesh Chand,BJP,44,M,94089148,21696413,6,8,10th Pass,Y,1211925,Business
279,Rajya Sabha,Maharashtra,2020-2026,Priyanka Vickram Chaturvedi,Shiv Sena (Uddhav Balasaheb Thackeray),41,F,92535989,6012220,0,0,Graduate,Y,954798,Consultant / Business
280,Lok Sabha,Tamil Nadu,Chennai South,Sumathy Alias Thamizhachi Thangapandian,DMK,56,F,91793460,500000,0,0,Doctorate,Y,3336947,"Public Life, Agriculture, Educationalist, Writer"
281,Lok Sabha,Andhra Pradesh,Anakapalle,Dr.Beesetti Venkata Satyavathi,YSRCP,52,F,91526244,11139279,0,0,Graduate Professional,Y,3535660,Medical doctor
282,Lok Sabha,Jharkhand,Khunti,Arjun Munda,BJP,50,M,91507865,27106434,0,0,12th Pass,Y,1459348,"Social Service, Politics, Agriculture"
283,Lok Sabha,Bihar,Kishanganj,Dr. Mohammad Jawed,INC,54,M,90973803,5383958,1,0,Graduate Professional,Y,2143910,Agriculture & Business & Doctor
284,Lok Sabha,Madhya Pradesh,Mandsour,Sudheer Gupta,BJP,59,M,90908944,799283,1,0,Post Graduate,Y,972603,Parliament of India & LIC Aggent
285,Rajya Sabha,Uttar Pradesh,2022-2028,Sangeeta Yadav,BJP,40,F,89772031,44477000,0,0,Graduate Professional,Y,73270,House Wife and Vidhan Sabha Pension
286,Rajya Sabha,Uttar Pradesh,2020-2026,Neeraj Shekhar,BJP,51,M,89678468,6000000,0,0,Graduate,Y,1428645,"Social Service, MP Salary Allowance"
287,Lok Sabha,Gujarat,Ahmedabad West,Dr. Solanki Kiritbhai,BJP,69,M,89474039,0,0,0,Post Graduate,Y,1157624,Tabibi Doctor
288,Rajya Sabha,Karnataka,2018-2024,Dr.l. Hanumanthaiah,INC,59,M,88881685,28000000,0,0,Doctorate,Y,616564,"Agricultural, Social Worker"
289,Lok Sabha,Madhya Pradesh,Balaghat,Dr. Dhal Singh Bisen,BJP,66,M,88648133,1530693,0,0,Others,Y,689677,Farming and Medical Store
290,Lok Sabha,Uttar Pradesh,Lalganj,Sangeeta Azad,BSP,44,F,88451770,0,0,0,Graduate Professional,Y,1339248,Agricuture & Business
291,Lok Sabha,Rajasthan,Jalore,Devaji Patel,BJP,42,M,88332292,60936530,0,0,10th Pass,Y,425000,Agriculture & Parliament Member
292,Lok Sabha,Bihar,Munger,Rajiv Ranjan Singh,JD(U),65,M,88324866,7534918,1,1,Graduate,Y,3284500,Social Service
293,Lok Sabha,Bihar,Jhanjharpur,Ramprit Mandal,JD(U),63,M,88119686,1000000,1,2,10th Pass,Y,527548,Business & Agriculture
294,Rajya Sabha,Karnataka,2020-2026,H.d.devegowda,JD(S),87,M,88066556,9798283,0,0,Others,Y,1025450,Agriculturist / Public Servant
