mp_name,nature_membership,term_start_date,term_end_date,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note
Dilip Singh Ju Dev,Elected,18-May-09,14-08-2013,Bilaspur,Chhattisgarh,Bharatiya Janata Party,Male,Post Graduate,"B.A., LL.B. (Pt. II); Educated at Mayo College, Ajmer, Raj Kumar College, Raipur, ST. Xavier College, Ranchi, Chhotanagpur Law College, Ranchi",71,2.0,0.0,264.0,0.49, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Dimple Yadav,Elected,09-Jun-12,In office,Kannauj,Uttar Pradesh,Samajwadi Party,Female,Graduate,Graduation in humanities from Lucknow University,36,0.0,0.0,0.0,0.22, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Dinesh Chandra Yadav,Elected,18-May-09,In office,Khagaria,Bihar,Janata Dal (United),Male,Diploma Course,"D.C.E. (Civil), I.A.; Educated at Government Polytechnic, Saharsa and C.M. Science College, Madhipura, Bihar",63,50.0,0.0,438.0,0.89, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Dinesh Kashyap,Elected,13-May-11,In office,Bastar,Chhattisgarh,Bharatiya Janata Party,Male,Others,,51,1.0,0.0,13.0,0.5, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Dinesh Trivedi,Elected,18-May-09,In office,Barrackpur,West Bengal,All India Trinamool Congress,Male,Post Graduate,M.B.A.,63,3.0,0.0,0.0,0.78,"This MP was a Minister. He tendered his resignation on 18th Mar, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 19th Mar, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)"
Dinsha J. Patel,Elected,18-May-09,In office,Kheda,Gujarat,Indian National Congress,Male,Matric,,76,,,,#VALUE!,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)"
Dip Gogoi,Elected,18-May-09,In office,Kaliabor,Assam,Indian National Congress,Male,Graduate,B.Sc.,62,0.0,0.0,0.0,0.79, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Dudhgaonkar Ganeshrao Nagorao,Elected,18-May-09,In office,Parbhani,Maharashtra,Shiv Sena,Male,Graduate,"B.A., LL.B.",68,45.0,0.0,418.0,0.92, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Dushyant Singh,Elected,18-May-09,In office,Jhalawar-Baran,Rajasthan,Bharatiya Janata Party,Male,Post Graduate,"B.A. , M.B.A. (Hotel Administration) and P.G. Diploma in Hotel Operations; Educated at Doon School, Dehradun,; St. Stephen`s College, Delhi, Johnson and Wales University, Providence, RI, USA and IHTTI School of Mangaement, Neuchatel, Switzerland, ",40,31.0,0.0,351.0,0.75, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
E. Ahamed,Elected,18-May-09,In office,Malappuram,Kerala,Muslim League Kerala State Committee,Male,Graduate,"B.A., B.L.; Educated at Government Brennen College, Tellicherry and Government Law College, Thiruvananthapuram (Kerala) ",75,,,,#VALUE!,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)"
E. T. Mohammed Basheer,Elected,18-May-09,In office,Ponnani,Kerala,Muslim League Kerala State Committee,Male,Inter/ Higher Secondary,,67,53.0,0.0,158.0,0.76, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
E.G. Sugavanam,Elected,18-May-09,In office,Krisnagiri,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Diploma Course,"Diploma in Pharmacy; Educated at K.L.E. Society, Nijalingappa College, Bangalore",56,25.0,0.0,907.0,0.59, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Eknath Mahadeo Gaikwad,Elected,18-May-09,In office,Mumbai-South-Central,Maharashtra,Indian National Congress,Male,Under Graduate,,74,11.0,0.0,1020.0,0.98, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Farooq Abdullah,Elected,18-May-09,In office,Srinagar,Jammu and Kashmir,Jammu and Kashmir National Conference,Male,Graduate,"M.B.B.S.; Educated at S.M.S. Medical College, Jaipur, Rajasthan",76,,,,#VALUE!,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)"
Feroze Varun Gandhi,Elected,18-May-09,In office,Pilibhit,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Sc. (Economics); educated at London School of Economics (LSE), London University, UK.",33,2.0,2.0,641.0,0.63, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Francisco Sardinha,Elected,18-May-09,In office,South Goa,Goa,Indian National Congress,Male,Graduate,"B.Sc., B.Ed.; Educated at Chowgule College, Bombay University (Maharashtra) ",67,13.0,1.0,287.0,0.94, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
G.V. Harsha Kumar,Elected,18-May-09,In office,Amalapuram,Andhra Pradesh,Indian National Congress,Male,Post Graduate,"M.Sc. (Marine Geology); Educated at Andhra University, Waljair, Andhra Pradesh",54,3.0,0.0,34.0,0.77, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Gaddam Vivekanand,Elected,18-May-09,In office,Peddapalle,Andhra Pradesh,Indian National Congress,Male,Graduate,"M.B.B.S.; Educated at Osmania Medical College, Hyderabad, Andhra Pradesh",56,11.0,0.0,57.0,0.69, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Gadhvi Mukeshkumar Bhairavdanji,Elected,18-May-09,28-02-2013,Banaskantha,Gujarat,Indian National Congress,Male,Graduate,B.Com; Educated at Gujarat University,51,5.0,0.0,352.0,0.79, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Gajanan Dharmshi Babar,Elected,18-May-09,In office,Maval,Maharashtra,Shiv Sena,Male,Under Matric,,70,24.0,0.0,1176.0,0.73, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Gajendra Singh Rajukhedi,Elected,18-May-09,In office,Dhar,Madhya Pradesh,Indian National Congress,Male,Graduate,"B.A., LL.B.; Educated at Government Arts and Commerce College and Christian College, Indore, Madhya Pradesh",49,2.0,0.0,125.0,0.86, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Ganesh Singh,Elected,18-May-09,In office,Satna,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., LL.B.; Educated at Awadesh Pratap Singh University,; Rewa and Law College, Satna, Madhya Pradesh",51,145.0,0.0,620.0,0.82, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Gangasandra Siddappa Basavaraj,Elected,18-May-09,In office,Tumkur,Karnataka,Bharatiya Janata Party,Male,Graduate,"B.Sc., B.L.; Educated at First Grade College, Tumkur and Vidyodaya Law College, Tumkur, Karnataka",72,2.0,2.0,161.0,0.7, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Ghansyam Anuragi,Elected,18-May-09,In office,Jalaun,Uttar Pradesh,Samajwadi Party,Male,Post Graduate,"M.A. (Acharya), LL.B. (2nd year); Educated at Sampoornanad Sanskrit Vishwavidyalaya, Varanasi and Bundel Khand University, Jhansi, Uttar Pradesh",41,52.0,0.0,304.0,0.9, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Girija Vyas,Elected,18-May-09,In office,Chittorgarh,Rajasthan,Indian National Congress,Female,Doctorate,"M.A., Ph.D.; Educated at University of Udaipur (Rajasthan) and in U.S.A.",67,22.0,0.0,16.0,0.9,"This MP was appointed a minister in Jun, 2013.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 8th May, 2013. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)"
Gobinda Chandra Naskar,Elected,18-May-09,In office,Bongaon,West Bengal,All India Trinamool Congress,Male,Post Graduate,"M.A., B.T.; Educated at Jadavpur University (JU) ",72,8.0,0.0,1.0,0.83, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Gopal Singh Shekhawat,Elected,18-May-09,In office,Rajsamand,Rajasthan,Indian National Congress,Male,Graduate,"B.A., L.L.B.; Educated at Rajasthan University",63,25.0,0.0,115.0,0.89, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Gorakh Prasad Jaiswal,Elected,18-May-09,In office,Deoria,Uttar Pradesh,Bahujan Samaj Party,Male,Matric,"Educated at Town Hindi High School, Golaghat, Assam",75,37.0,0.0,722.0,0.87, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Goraknath Pandey,Elected,18-May-09,In office,Bhadohi,Uttar Pradesh,Bahujan Samaj Party,Male,Post Graduate,"M.A., B.Ed.; Educated at Gyanpur P.G. College, Bhadohi, Agra University, Uttar Pradesh",62,97.0,0.0,139.0,0.94, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Govind Prasad Mishra,Elected,18-May-09,In office,Sidhi,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"B.A., LL.B. & D.C.E.; Educated at A.P.S. University, Reva (Madhya Pradesh) and; Samrat Ashok Technical Institute, Vidisha, Madhya Pradesh",64,41.0,0.0,176.0,0.95, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Gowdar Mallikarjunappa Siddeswara,Elected,18-May-09,In office,Davanagere,Karnataka,Bharatiya Janata Party,Male,Matric,"Educated at Bheemeshwara Rural Educational Society, Bheemasamudra (Karnataka) ",61,15.0,0.0,888.0,0.57, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Gurudas Dasgupta,Elected,18-May-09,In office,Ghatal,West Bengal,Communist Party of India,Male,Post Graduate,"M. Com; Educated at Asutosh College, Calcutta and; University College of Arts & Commerce, Calcutta",77,94.0,0.0,505.0,0.88, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Gurudas Kamat,Elected,18-May-09,In office,Mumbai-North-West,Maharashtra,Indian National Congress,Male,Post Graduate,"B.Com., LL.B., M.B.A.; Educated at R.A. Podar College of Commerce and Economics and Government Law College, Mumbai, Maharashtra",59,0.0,0.0,0.0,0.87,"This MP was a Minister. He tendered his resignation on 28th Oct, 2012. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 29th Oct, 2012. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)"
H.D. Devegowda,Elected,18-May-09,In office,Hassan,Karnataka,Janata Dal (Secular),Male,Diploma Course,"D.C.E.; Educated at Government High School, Holenarsipura and Smt.L.V. Polytechnic, Hassan, Karnataka",80,28.0,0.0,0.0,0.59, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
H.D. Kumaraswamy,Elected,18-May-09,21-05-2013,Bangalore Rural,Karnataka,Janata Dal (Secular),Male,Graduate,B.Sc.,54,2.0,0.0,0.0,0.32, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Hamdullah Sayeed,Elected,18-May-09,In office,Lakshadweep,Lakshadweep,Indian National Congress,Male,Graduate,"B.Sc., LL.B.; Educated at Indian Law Society, Pune",31,36.0,2.0,631.0,0.78, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Hansraj Gangaram Ahir,Elected,18-May-09,In office,Chandrapur,Maharashtra,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"S.S.C.; Educated at L.T.Y. School, Chandrapur, Maharashtra",59,114.0,31.0,1005.0,0.72, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Hari Manjhi,Elected,18-May-09,In office,Gaya,Bihar,Bharatiya Janata Party,Male,Under Matric,,51,18.0,0.0,128.0,0.94, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Haribhai Parthibhai Chaudhary,Elected,05-Aug-13,In office,Banaskantha,Gujarat,Bharatiya Janata Party,Male,Post Graduate,"Educated at Mumbai University, Mumbai (Maharashtra)",59,4.0,0.0,33.0,0.88, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Haribhau Madhav Jawale,Elected,18-May-09,In office,Raver,Maharashtra,Bharatiya Janata Party,Male,Graduate,"B.Sc.; Educated at M.J. College, Jalgaon, Maharashtra",60,53.0,1.0,404.0,0.81, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Harin Pathak,Elected,18-May-09,In office,Ahmedabad East,Gujarat,Bharatiya Janata Party,Male,Graduate,"B.A., B.Ed.; Educated at Gujarat University, Ahmedabad (Gujarat) ",66,34.0,0.0,374.0,0.83, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Harischandra Deoram Chavan,Elected,18-May-09,In office,Dindori,Maharashtra,Bharatiya Janata Party,Male,Graduate,"B.A. (With English Special); Educated at K.G. Joshi College, Thane (Maharashtra) ",62,8.0,0.0,791.0,0.79, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Harish Choudhary,Elected,18-May-09,In office,Barmer,Rajasthan,Indian National Congress,Male,Post Graduate,"M.A. (Economics); Educated at Jai Narayanvyas University, Jodhpur, Rajasthan",43,54.0,0.0,648.0,0.88, (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)
Harish Rawat,Elected,18-May-09,In office,Hardwar,Uttarakhand,Indian National Congress,Male,Graduate,"B.A., LL.B; Educated at Lucknow University, Uttar Pradesh",65,,,,#VALUE!,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 3 Jun 2009 to 21 Feb 2014.)"
